obs_ID,observer,year,nest,file_name,type,ex_non_ID,pair_ID,start_time_video,capture,cage,sex,sound_ok,bill_call_visible,reality_dt,video_dt,timespan_before_presence,dt_1st_presence,type_p,dt_1st_call,first_who,reply,call_how_many,call_o_alone ,call_o_pres_arrive ,call_c_pres_arrive,dt_1st_flyoff,number_flyoff,duration_flyoff,dt_arrive,type_a,direction_a,with_calling,o_replies,call_c_int,call_o_int,call_int_1,dt_left,type_l,call_left,current_bout,next_bout,pushoff_int,left_before_presence,call_int_c2,dt_on,call_int_c3,abnormality,file_name_new,comments
248,cm,2013,s527,"0CMRL2U0, 0CMRM910, 0CMRNF70",ex,6,,2013-Jul-08 20:09:08,2,n,m,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,,2013-Jul-08 20:38:59,v,NA,NA,n,NA,NA,NA,NA,NA,0,0,2013-Jul-08 20:38:59,w,l,n,n,0,0,0,2013-Jul-08 16:45:00,w,y,641.5333,155.083,0,y,0,2013-Jul-08 20:39:08,0,y,s527_2013_Jul_08_20-39-08,"incubating bird left around 16:45:00, that is almost 4 hours before the new Sesa arrived."
249,cm,2013,s527,"0CMSL9A0, 0CMSMFL0",ex,7,,2013-Jul-09 05:06:38,3,n,f,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,,2013-Jul-09 05:36:27,v,2013-Jul-09 05:33:25,o,n,1,1,NA,NA,2013-Jul-09 05:06:48,2,0:01:12,2013-Jul-09 05:36:27,f,l,n,n,0,0,0,2013-Jul-09 05:36:30,f,n,378.75,309.167,0,n,0,2013-Jul-09 05:36:38,1,n,s527_2013_Jul_09_05-36-38,"Wind, Fog"
250,cm,2013,s527,"0CMH1UF0, 0CMH34J0",non,1,,2013-Jul-04 19:22:00,n,n,m,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,0:29:42,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
251,cm,2013,s527,"0CMJ17J0, 0CMJ2DT0",non,2,104,2013-Jul-05 13:22:00,n,n,m,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,0:29:52,NA,NA,2013-Jul-05 13:23:51,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
252,cm,2013,s527,"0CMJTTL0, 0CMJV3M0",non,3,105,2013-Jul-05 21:31:34,n,n,m,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,0:29:28,NA,NA,2013-Jul-05 21:45:46,o,n,5,5,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
253,cm,2013,s527,"0CML8SP0, 0CMLA310",non,4,106,2013-Jul-06 09:45:00,n,n,f,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,0:29:50,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
254,cm,2013,s527,"0CMR4FA0, 0CMR5L30",non,5,107,2013-Jul-08 15:06:20,1,n,m,y,n,2013-Jul-05 22:54:17,2013-Jul-05 23:03:12,0:29:54,NA,NA,2013-Jul-08 15:31:50,o,n,3,3,NA,NA,2013-Jul-08 15:32:55,1,0:02:55,,,,,,,,,,,,NA,NA,,,,,,,,
255,cm,2013,s608,"000081F0, 000095M0, 0000A9R0",ex,1,109,2000-Jan-01 02:36:12,n,n,m,y,vfa,2013-Jun-13 13:03:18,2000-Jan-01 04:11:57,0:29:53,2000-Jan-01 03:06:05,v,2000-Jan-01 03:06:05,c,n,1,1,NA,NA,NA,0,0,2000-Jan-01 03:06:05,f,b,y,n,0,NA,0,2000-Jan-01 03:04:40,f,n,NA,NA,0,y,0,2000-Jan-01 03:06:12,0,t,s608_2013_Jun_13_03-06-12,
256,cm,2013,s608,"0000CJB0, 0000DNI0, 0000ERG0",ex,2,110,2000-Jan-01 03:43:13,n,n,f,y,vfa,2013-Jun-13 13:03:18,2000-Jan-01 04:11:57,0:17:28,2000-Jan-01 04:00:42,b,2000-Jan-01 04:00:42,c,y,12,0,12,12,NA,0,0,2000-Jan-01 04:12:54,w,r,n,n,0,0,0,2000-Jan-01 04:11:57,f,n,NA,NA,0,NA,0,2000-Jan-01 04:13:14,0,t,s608_2013_Jun_13_04-13-14,"NA at left before presence: the incoming bird has been there 8 minutes beforeand both birds where calling ""3"" for almost 2 minutes and I don't know whether he was still arround?"
257,cm,2013,s608,"000139M0, 00014F60",ex,3,111,2000-Jan-01 10:05:55,n,n,f,y,vfa,2013-Jun-13 13:03:18,2000-Jan-01 04:11:57,0:29:36,2000-Jan-01 10:35:31,v,2000-Jan-01 10:20:06,o,n,1,1,0,0,NA,0,0,2000-Jan-01 10:35:48,w,f,n,n,0,0,0,2000-Jan-01 10:34:03,f,n,NA,NA,0,y,0,2000-Jan-01 10:35:55,0,y,s608_2013_Jun_13_10-35-55,
258,cm,2013,s608,"0002D0C0, 0002E4D0",ex,4,112,2000-Jan-01 22:01:53,n,n,f,y,vfa,2013-Jun-13 13:03:18,2000-Jan-01 04:11:57,0:28:20,2000-Jan-01 22:30:13,v,2000-Jan-01 22:20:27,o,n,1,1,0,0,NA,0,0,2000-Jan-01 22:31:36,w,f,n,n,0,0,0,2000-Jan-01 22:28:36,f,n,NA,NA,0,y,0,2000-Jan-01 22:31:53,0,y,s608_2013_Jun_14_22-31-53,
259,cm,2013,s608,"00006T90, 000081F0",non,1,109,2000-Jan-01 01:58:03 ,n,n,m,y,vfa,2013-Jun-14 03:35:36,2000-Jan-01 18:34:01,0:29:53,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
260,cm,2013,s608,0001HAE0,non,2,110,2000-Jan-01 14:02:00  ,n,n,m,y,vfa,2013-Jun-14 03:35:36,2000-Jan-01 18:34:01,0:17:28,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
261,cm,2013,s608,"0001U0G0, 0001V6F0",non,3,111,2000-Jan-01 17:38:25,n,n,m,y,vfa,2013-Jun-14 03:35:36,2000-Jan-01 18:34:01,0:29:36,NA,NA,2000-Jan-01 17:43:01,o,n,2,2,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
262,cm,2013,s608,"0000NUE0, 0000P2U0",non,4,112,2000-Jan-01 06:48:49,n,n,f,y,vfa,2013-Jun-14 03:35:36,2000-Jan-01 18:34:01,0:28:20,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
263,cm,2013,s624,"0CLDIIK0, 0CLDJOV0",ex,1,113,2013-Jun-21 08:26:49,n,n,f,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:51,2013-Jun-21 08:56:40,b,2013-Jun-21 08:40:05,o,n,4,4,NA,NA,NA,0,0,2013-Jun-21 08:56:40,f,f,y,n,1,0,1,2013-Jun-21 08:56:28,wf,n,NA,754.45,0,y,0,2013-Jun-21 08:56:49,0,n,s624_2013_Jun_21_08-56-49,only the male caught
264,cm,2013,s624,"0CLETLF0, 0CLEURM0, 0CLF01V0",ex,2,114,2013-Jun-21 21:01:25,n,n,m,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:42,2013-Jun-21 21:31:07,a,2013-Jun-21 21:31:07,o,y,2,0,1,1,NA,0,0,2013-Jun-21 21:31:09,w,l,y,n,3,0,3,2013-Jun-21 21:31:16,f,n,754.45,834.35,1,n,3,2013-Jun-21 21:31:25,3,n,s624_2013_Jun_21_21-31-25,only the male caught
265,cm,2013,s624,"0CLGFTJ0, 0CLGH3U0",ex,3,115,2013-Jun-22 10:56:14,n,n,f,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:49,2013-Jun-22 11:26:03,b,2013-Jun-22 11:14:41,o,n,2,2,0,2,NA,0,0,2013-Jun-22 11:26:05,w,f,y,n,1,0,1,2013-Jun-22 11:25:46,f,n,834.35,446.7667,0,y,0,2013-Jun-22 11:26:14,0,n,s624_2013_Jun_22_11-26-14,only the male caught; very foggy
266,cm,2013,s624,"0CLDOI40, 0CLDPOD0",non,1,113,2013-Jun-21 10:07:02,n,n,m,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:51,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,very silent call at 10:15:05
267,cm,2013,s624,"0CLDQUN0, 0CLDS520",non,2,114,2013-Jun-21 10:48:00,n,n,m,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:42,NA,NA,2013-Jun-21 11:06:08,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
268,cm,2013,s624,"0CLFLIH0, 0CLFMOP0",non,3,115,2013-Jun-22 03:28:20,n,n,f,y,n,2013-Jun-22 11:27:39,2013-Jun-22 11:26:14,0:29:49,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
269,cm,2013,s702,"0CL5EE70, 0CL5FK20",ex,1,116,2013-Jun-18 06:31:39,n,y,f,y,n,,,0:28:56,2013-Jun-18 07:00:35,a,2013-Jun-18 06:59:21,o,n,3,2,0,1,NA,0,0,2013-Jun-18 07:01:18,w,l,y,y,3,3,3,2013-Jun-18 07:01:31,wf,n,684,852.25,2,n,1,2013-Jun-18 07:01:39,0,n,s702_2013_Jun_18 _07-01-39,
270,cm,2013,s702,"0CL70830, 0CL71EA0, 0CL72KH0",ex,2,117,2013-Jun-18 20:44:15,n,y,m,y,n,,,0:29:38,2013-Jun-18 21:13:53,a,2013-Jun-18 21:13:53,c,n,4,0,0,4,NA,0,0,2013-Jun-18 21:14:05,w,r,y,n,2,0,2,2013-Jun-18 21:13:54,wf,n,852.25,731.2166667,0,n,1,2013-Jun-18 21:14:15,0,n,s702_2013_Jun_18_21-14-15,
271,cm,2013,s702,"0CL8B460, 0CL8C9V0",ex,3,,2013-Jun-19 08:55:39,n,y,f,y,n,,,,2013-Jun-19 09:24:51,v,2013-Jun-19 09:05:40,o,n,2,2,0,0,NA,0,0,2013-Jun-19 09:25:11,w,f,n,n,3,3,3,2013-Jun-19 09:25:28,wf,n,731.2166667,826.2333333,2,n,1,2013-Jun-19 09:25:39,0,n,s702_2013_Jun_19_09-25-39,
272,cm,2013,s702,"0CL9QQ50, 0CL9S0B0, 0CL9T6J0",ex,4,118,2013-Jun-19 22:42:08,n,y,m,y,n,,,0:28:24,2013-Jun-19 23:10:32,b,2013-Jun-19 23:10:32,c,y,2,0,1,1,NA,0,0,2013-Jun-19 23:11:54,w,r,y,n,3,0,3,2013-Jun-19 23:11:53,w,n,826.2333333,750.6666667,1,n,3,2013-Jun-19 23:12:08,0,n,s702_2013_Jun_19_23-12-08,
273,cm,2013,s702,"0CLB7R70, 0CLB9170",ex,5,119,2013-Jun-20 11:13:02,n,y,f,y,n,,,0:29:19,2013-Jun-20 11:42:21,v,2013-Jun-20 11:42:14,o,n,5,5,NA,NA,NA,0,0,2013-Jun-20 11:42:21,w,l,n,n,2,3,3,2013-Jun-20 11:42:48,w,n,750.6666667,NA,2,n,1,2013-Jun-20 11:43:02,0,n,s702_2013_Jun_20_11-43-02,
274,cm,2013,s702,"0CLGF2N0, 0CLGG8U0",ex,6,120,2013-Jun-22 10:49:39,3,y,m,y,n,,,0:29:31,2013-Jun-22 11:19:10,v,2013-Jun-22 11:19:17,o,y,1,0,1,0,NA,0,0,2013-Jun-22 11:19:17,w,r,y,n,1,0,1,2013-Jun-22 11:19:23,wf,n,686.25,374.8833333,1,n,0,2013-Jun-22 11:19:39,0,n,s702_2013_Jun-22_11-19-39,after the new SeSa was on nest he left twice within 5 minutes of observation for a short while
275,cm,2013,s702,"0CLH4HV0, 0CLH5O40, 0CLH6UA0",ex,7,,2013-Jun-22 17:04:36,4,y,f,y,n,,,,2013-Jun-22 17:33:26,v,2013-Jun-22 17:33:29,un,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-22 17:33:26,w,b,n,n,NA,NA,3,2013-Jun-22 17:34:32,w,n,374.8833333,679.9666667,3,n,1,2013-Jun-22 17:34:36,1,n,s702_2013_Jun_22_17-34-36,
276,cm,2013,s702,"0CLIHTJ0, 0CLIJ3O0, 0CLIK9U0",ex,8,,2013-Jun-23 05:56:01,5,y,m,y,n,,,,2013-Jun-23 06:25:47,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-23 06:25:47,w,f,n,NA,0,NA,0,2013-Jun-23 04:54:34,wf,n,679.9666667,662.25,0,y,0,2013-Jun-23 06:26:01,0,y,s702_2013_Jun_23_06-26-01,"incubating bird left nest around 1,5 hours before new SeSa arrived"
277,cm,2013,s702,"0CL52GK0, 0CL53MR0",non,1,116,2013-Jun-18 03:01:42,n,y,f,y,n,,,0:28:56,NA,NA,2013-Jun-18 03:17:36,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
278,cm,2013,s702,"0CL63OH0, 0CL64UC0",non,2,117,2013-Jun-18 12:29:07,n,y,m,y,n,,,0:29:38,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
279,cm,2013,s702,"0CL9N7C0, 0CL9ODM0",non,3,118,2013-Jun-19 21:19:41,n,y,m,y,n,,,0:28:24,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
280,cm,2013,s702,"0CLB5FD0, 0CLB6LA0",non,4,119,2013-Jun-20 10:29:02,n,y,f,y,n,,,0:29:19,NA,NA,2013-Jun-20 10:53:21,o,n,1,1,NA,NA,2013-Jun-20 10:53:20,1,0:03:15,,,,,,,,,,,,NA,NA,,,,,,,,
281,cm,2013,s702,"0CLGUJ30, 0CLGVP70",non,5,120,2013-Jun-22 15:08:20,3,y,f,y,n,,,0:29:31,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
282,cm,2013,s805,"0CLKPMR0, 0CLKQT50",ex,1,,2013-Jun-24 02:12:52,n,y,f,y,n,,,,2013-Jun-24 02:42:15,v,2013-Jun-24 02:42:35,c,n,NA,NA,NA,NA,NA,0,0,2013-Jun-24 02:42:15,w,b,n,n,3,0,3,2013-Jun-24 02:42:41,f,n,791.75,650.7333333,1,n,2,2013-Jun-24 02:42:52,0,n,s805_2013_Jun_24_02-42-52,
283,cm,2013,s805,"0CLM00S0, 0CLM1780",ex,2,121,2013-Jun-24 13:03:53,n,y,m,y,n,,,0:29:21,2013-Jun-24 13:33:14,v,2013-Jun-24 13:33:33,c,n,NA,0,0,NA,NA,0,0,2013-Jun-24 13:33:31,w,l,n,n,3,0,3,2013-Jun-24 13:33:36,wf,n,650.7333333,656.6833333,1,n,2,2013-Jun-24 13:33:53,0,n,s805_2013_Jun_24_13-33-53,
284,cm,2013,s805,"0CLN6BB0, 0CLN7HO0",ex,3,122,2013-Jun-25 00:00:48,n,y,f,y,n,,,0:29:29,2013-Jun-25 00:30:17,v,2013-Jun-25 00:28:58,o,n,2,2,NA,NA,NA,0,0,2013-Jun-25 00:30:32,w,r,n,n,3,0,3,2013-Jun-25 00:30:34,f,n,656.6833333,NA,1,n,2,2013-Jun-25 00:30:48,0,n,s805-2013_Jun_25_00-30-48,
285,cm,2013,s805,"0CLS73D0, 0CLLS89N0, 0CLS9G20",ex,4,123,2013-Jun-26 22:08:29,2,y,m,y,n,,,0:29:00,2013-Jun-26 22:37:29,a,2013-Jun-26 22:19:35,o,n,2,1,1,0,NA,0,0,2013-Jun-26 22:37:59,w,b,n,n,3,0,3,2013-Jun-26 22:38:08,wf,n,514.5,543.2667,1,n,2,2013-Jun-26 22:38:29,0,n,s805_2013_Jun_26_22-38-29,"there's a cable running to the nest,  is it heated?"
286,cm,2013,s805,"0CLT8IM0, 0CLT9OT0",ex,5,124,2013-Jun-27 07:11:45,3,y,f,y,n,,,0:29:30,2013-Jun-27 07:41:28,a,2013-Jun-27 07:41:41,c,n,NA,0,0,NA,NA,0,0,2013-Jun-27 07:41:33,w,b,n,n,3,0,3,2013-Jun-27 07:41:45,wf,n,543.2667,637.0666667,1,n,3,2013-Jun-27 07:41:58,1,n,s805_2013_Jun_27_07-41-58,
287,cm,2013,s805,"0CLUDKF0, 0CLUEQO0",ex,6,,2013-Jun-27 17:49:16,4,y,m,y,n,,,,2013-Jun-27 18:18:52,v,NA,NA,NA,0,0,NA,NA,NA,0,0,2013-Jun-27 18:18:52,w,l,n,n,NA,NA,1,2013-Jun-27 18:19:02,f,n,637.0666667,670.0666667,1,n,1,2013-Jun-27 18:19:16,0,n,s805_2013_Jun_27_18-19-16,"after the incoming bird arrived one of them or bith call very softly, rather whistling, I scored it as ""1"" but didn't take it as frist-call"
288,cm,2013,s805,"0CLVL3I0, 0CLVM9S0",ex,7,,2013-Jun-28 04:59:31,5,y,f,y,n,,,,2013-Jun-28 05:29:03,v,2013-Jun-28 05:29:14,un,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-28 05:29:03,f,r,n,n,NA,NA,3,2013-Jun-28 05:29:20,f,n,670.0666667,672.6666667,1,n,2,2013-Jun-28 05:29:31,0,n,s805_2013_Jun_28_05-29-31,very windy
289,cm,2013,s805,"0CM0RD50, 0CM0SJ60, 0CM0TPB0",ex,8,,2013-Jun-28 16:12:28,6,y,m,y,n,,,,2013-Jun-28 16:42:03,v,2013-Jun-28 16:42:08,un,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-28 16:42:03,w,b,n,n,NA,NA,3,2013-Jun-28 16:42:11,f,n,672.6666667,663.75,1,n,1,2013-Jun-28 16:42:28,0,n,s805_2013_Jun_28_16-42-28,very windy
290,cm,2013,s805,"0CM3BIO0, 0CM3CP20, 0CM3DVB0",ex,9,125,2013-Jun-29 14:58:08,8,y,m,y,n,,,0:29:19,2013-Jun-29 15:27:27,v,2013-Jun-29 15:27:49,o,n,1,0,1,0,NA,0,0,2013-Jun-29 15:27:59,w,f,n,n,0,0,0,2013-Jun-29 15:27:49,f,y,701.667,711.667,1,n,0,2013-Jun-29 15:28:08,0,n,s805_2013_Jun_29_15-28-08,
291,cm,2013,s805,"0CLLK1N0, 0CLLL820",non,1,121,2013-Jun-24 09:39:04,n,y,m,y,n,,,0:29:21,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
292,cm,2013,s805,"0CLOBG70, 0CLOCMI0",non,2,122,2013-Jun-25 10:31:40,n,y,m,y,n,,,0:29:32,NA,NA,2013-Jun-25 10:53:26,o,n,1,1,NA,NA,2013-Jun-25 10:32:05,1,0:00:59,,,,,,,,,,,,NA,NA,,,,,,,,
293,cm,2013,s805,"0CLRJV00, 0CLRL580",non,3,123,2013-Jun-26 16:14:25,1,y,m,y,n,,,0:29:00,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
294,cm,2013,s805,"0CLSK8E0, 0CLSLEL0",non,4,124,2013-Jun-27 01:25:35,2,y,f,y,n,,,0:29:30,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
295,cm,2013,s805,"0CM35JB0, 0CM36PJ0",non,5,125,2013-Jun-29 12:58:20,7,y,m,y,n,,,0:29:19,NA,NA,NA,NA,NA,0,0,NA,NA,2013-Jun-29 13:10:15,1,0:02:41,,,,,,,,,,,,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
